beer_name	Untappd_rating	Untappd_ibu	production_status
Doetje 30	N/A	35.0	N/A
GroeneBel Tripel	3.581	30.0	Available
Schrijverken	N/A	150.0	N/A
Blonde Bel	3.527	25.0	No longer in production
Fransken	3.843	30.0	No longer in production
Lustige Gebier	N/A	N/A	N/A
Richard	3.9	32.0	No longer in production
Sjampetter	3.413	N/A	Available
Tongenslijper	N/A	35.0	N/A
Bellostratus	N/A	43.0	N/A
Witte Mie Framboos	N/A	N/A	N/A
Préaris 369 Roggestout	3.134	N/A	Available
Tripel Hop	3.687	40.0	No longer in production
Amber Tripel	3.555	50.0	Available
Saison	3.823	46.0	No longer in production
Rooibos	3.6	N/A	No longer in production
Antwerps Blondje	3.257	N/A	Available
Cactus	4.227	70.0	Available
Zielbeekske	3.4	N/A	Available
Yin Yang	3.962	100.0	No longer in production
Zware	3.625	35.0	Available
Bar Boerderie	3.611	N/A	Available
Grand Cru	3.652	35.0	Available
Blondje XIX	3.416	N/A	No longer in production
Klinker	4.019	35.0	Available
Pepieto	2.966	N/A	Available
Baret	3.541	21.0	No longer in production
Ravelijn	3.533	20.0	Available
Bidon	3.079	N/A	Available
Brepolsbier	3.25	25.0	Available
Coupure blond	3.573	30.0	Available
Hingens Blondje	3.348	N/A	Available
Blonde Wildebrasse	3.441	25.0	Available
Wijerse Blonde	3.27	N/A	Available
Verloren Blond	3.194	N/A	Available
Verloren donker	3.272	N/A	Available
Stout Molleke	3.086	N/A	Available
Wieske	3.238	N/A	No longer in production
Red by Petrus	3.604	20.0	Available
LinkeBeer	3.323	N/A	Available
Beer Van Brugge 12	3.507	26.0	Available
Beer Van Brugge 6	3.377	21.0	Available
Beer Van Brugge 8.9	3.365	31.0	Available
Mystic Cranberry	2.965	N/A	Available
Gouden Carolus Indulgence 2020 - Funken	3.209	N/A	Available
Tipsy	3.03	20.0	Available
Nørse Man	3.683	N/A	No longer in production
Kuul Blond	3.408	29.0	No longer in production
Préaris Ágrio	4.002	10.0	No longer in production
Préaris The Vibe of My Tribe	2.674	N/A	Available
Préaris Kölsch	3.1	20.0	Available
Préaris Lakes of Love	3.109	N/A	Available
Préaris Show me your Peach, I'll show you my Melon	2.664	15.0	Available
Préaris The Messenger	3.155	35.0	Available
Prearis Spring is in the air	3.319	30.0	Available
Préaris Sunset IPA	3.106	6.0	Available
Préaris Grand Cru 2019 (Porto BA)	4.045	45.0	No longer in production
Préaris Vlaams Rood	3.573	N/A	No longer in production
Export Van Damme	3.099	20.0	Available
Préaris Grand Cru 2018 (Laphroaig Barrel aged)	N/A	N/A	N/A
Préaris White Dragon	3.589	45.0	Available
Préaris White Gecko	3.036	N/A	Available
Jack Had A Groove	3.348	35.0	Available
Molentjesbier	3.321	30.0	Available
Préaris EXPORT	3.05	24.0	Available
Préaris Grand Cru 2016 BA Islay Whisky	3.811	45.0	No longer in production
Préaris Grand Cru 2017 BA Cognac (Rémy Martin)	N/A	N/A	N/A
Prearis Grand Cru 2017 BA Tennessee Whiskey	N/A	N/A	N/A
Préaris Grand Cru 2019 Irish Whiskey Barrel Aged Ale	4.081	45.0	No longer in production
La Fidèle	3.277	N/A	Available
NZ HZY IPA	3.643	30.0	No longer in production
Dragn Sour	3.457	20.0	Available
Mûre Rullquin	3.977	N/A	No longer in production
Gueuzérable	4.134	10.0	Available
Hibiscus de Boulbi	4.307	N/A	No longer in production
Oude Cassis à l'Ancienne	4.162	N/A	No longer in production
Oude Groseille à Maquereau Verte à l'Ancienne	4.149	N/A	Available
Oude Groseille Rouge à l'Ancienne	4.231	N/A	No longer in production
Oude Myrtille Sauvage à l'Ancienne	4.066	N/A	No longer in production
Oude Pinot Gris à l'Ancienne	4.306	N/A	No longer in production
Oude Pinot Noir à l'Ancienne	4.228	N/A	No longer in production
Oude Quetsche à l'Ancienne avec Prunes de Namur	4.354	N/A	No longer in production
Oude Riesling à l'Ancienne	4.29	N/A	Available
Bab-y-Lone	3.627	51.0	No longer in production
Saison	3.823	46.0	No longer in production
Miss T Lucie	3.51	32.0	Available
Koperen Markies Blond 8	3.494	30.0	Available
Koperen Markies Blond Hop	3.428	54.0	Available
Koperen Markies Blond 6	3.343	27.0	Available
Bronzen Baron Blond	3.376	30.0	Available
Ne Krokegoem	3.109	N/A	Available
't Kaseike Donkere Tripel	3.361	N/A	Available
't Kaseike Tripel Amber	3.379	N/A	Available
't Kaseike Tripel Blond	3.487	N/A	Available
Nonkel Pater Bourbon Barrel Aged 6 Months	4.001	N/A	Available
La Top Lesse	3.132	N/A	Available
L'Esprit Triple	3.503	N/A	Available
La Clandestine Blonde	3.439	90.0	Available
La Crocus	3.153	N/A	Available
Keelbier	3.34	N/A	Available
Zadinneke	N/A	N/A	N/A
La Kazette	3.477	N/A	Available
La Sonnaille	3.246	N/A	Available
La Zézette	3.605	N/A	Available
Natagorix Ambrée	3.075	N/A	Available
Natagorix Blonde	N/A	N/A	N/A
Natagorix Brune	N/A	N/A	N/A
Farm Fresh (Sorachi Ace DH)	3.579	50.0	No longer in production
Farm Fresh (Challenger DH)	3.582	50.0	No longer in production
Farm Fresh (Cascade DH)	3.471	50.0	No longer in production
Bolder	3.492	N/A	No longer in production
Crown Lager	2.714	15.0	Available
Kerstkroon 2019	3.544	N/A	Available
Rosse Rik	3.558	N/A	Available
De Kroon Special	3.318	N/A	Available
De Kroon Tripel	3.449	N/A	No longer in production
Witte van de Kroon	N/A	N/A	N/A
Kriekenbier	3.548	20.0	Available
Elfique Triple Brune	3.442	15.0	No longer in production
Elfique IPA	3.394	60.0	Available
Elfique Blanche	3.211	15.0	Available
Elfique Triple Blonde	3.465	40.0	Available
Heeren	3.041	N/A	Available
Durboyse Petit Brassin	3.125	N/A	No longer in production
Elfique Winter Solstice	3.48	N/A	No longer in production
La Cuberdon Royal	2.482	N/A	No longer in production
La 3Pontoise Brune	3.181	N/A	Available
The Belgian Goat	3.872	25.0	No longer in production
Woody	3.392	N/A	No longer in production
10 Years After	3.704	45.0	No longer in production
Grandgousier 2015 (Amarillo)	N/A	N/A	N/A
Grandgousier 2016 (Ella)	N/A	N/A	N/A
Grandgousier 2017 (Mosaic)	N/A	N/A	N/A
Grandgousier 2018 (Crystal)	N/A	N/A	N/A
Le délice des meuniers	3.541	N/A	Available
L'Ilienne Triple	3.52	N/A	Available
Léonie	3.327	25.0	Available
Célestin	N/A	N/A	N/A
20 Jaar Tripel	3.798	N/A	Available
Stoute René	3.175	25.0	No longer in production
Keizer Van Hertals	3.401	25.0	Available
Sarazen Bio Brune	3.088	28.0	Available
Sarazen Triple	3.422	28.0	Available
Blanche de Boussu	3.241	12.0	Available
Sarazen de Noël	3.368	27.0	Available
50 Ans Anniversaire Cora	2.819	N/A	Available
Château de Boussu	3.249	26.0	Available
Sarazen Blond	3.295	26.0	Available
Avena Saison Bio	3.207	35.0	Available
La Bourlettine Tip Top	3.404	N/A	Available
Sarazen Brune	3.088	28.0	No longer in production
Li Neurre Biesse D'ivier	3.158	34.0	Available
Dief! Special Blond	3.325	N/A	Available
Dief! Traditional Blond	3.343	N/A	Available
Flanders 2000	N/A	N/A	No longer in production
Goudenband Barrel Aged	3.907	N/A	Available
Lucifer	3.561	24.0	No longer in production
Kriekbier (2006)	3.8	N/A	No longer in production
Fruitesse Alcohol Free	3.058	6.0	Available
Babbeleir	3.034	N/A	Available
Ter Berckmost	N/A	N/A	N/A
Boskakker	N/A	N/A	N/A
Petit Clochard	3.601	28.0	Available
Dul Blond	3.535	25.0	Available
Guidoke	N/A	N/A	N/A
Kitelbuyck	3.341	30.0	Available
Moilder	N/A	N/A	N/A
Moutekens Tripel	N/A	N/A	N/A
Noah Tripel	3.461	N/A	No longer in production
Polliet Tripel	3.353	69.0	Available
Rollebolleken 3.0	4.016	55.0	Available
Rollebolleken 2.0	N/A	N/A	N/A
Shtierenbier	2.797	N/A	No longer in production
Snuffelaar	N/A	N/A	N/A
Tuinhier Waasmunster Blond	3.042	N/A	Available
Zombeer	3.731	N/A	No longer in production
Rebelle Tripel Limited Edition 2016 Simcoe Hop	3.385	N/A	Available
Rebelle Tripel Limited Edition 2018 Nelson Sauvin	3.488	N/A	Available
Rebelle Tripel Limited Edition 2017 Mandarina Bavaria	3.307	36.0	Available
Corsobier	3.176	N/A	Available
Rebelle Tripel Limited Edition 2020 Styrian Fox	N/A	N/A	N/A
Leopold 7 Arabelle	3.222	N/A	No longer in production
Leopold 7 Dry Hopped	3.146	N/A	Available
Leopold 7 Especial Moulin Hideux	N/A	N/A	No longer in production
Leopold 7 Golden Boy	3.102	N/A	No longer in production
Leopold 7 Lazy Sunday	3.071	N/A	No longer in production
Leopold 7 Road Trip	2.838	N/A	Available
Leopold 7 Spring Session	3.157	N/A	Available
Leopold 7 Timber	3.355	N/A	No longer in production
Herfstnevel	3.275	N/A	Available
Diôle Brune	3.399	N/A	Available
Basèque Cuvée 2018	3.706	N/A	No longer in production
Diôle Bio	3.21	N/A	Available
Diôle Rosée	3.185	N/A	Available
Diôle Rouge	3.075	N/A	Available
Diôle Triple	3.389	N/A	Available
Pays Blanc	3.346	N/A	No longer in production
Apa Nera	2.888	14.0	Available
Diôle Cerise Raisin	3.452	N/A	Available
Bière de Noël	3.603	N/A	Available
Saison d'Adeline	N/A	N/A	No longer in production
Chirlike	3.444	N/A	Available
Jambes en l'air	3.402	N/A	Available
1/4 De Mil	N/A	N/A	N/A
Kamerotje	3.07	25.0	Available
Donker Lekske	3.231	N/A	Available
Roedolph	3.431	N/A	Available
Pomp Bier	3.424	40.0	No longer in production
Keikop Weizen	3.292	N/A	Available
Covid 19 / Gouv 0	3.533	60.0	No longer in production
Whack!	3.68	40.0	No longer in production
White Lodge	3.774	N/A	No longer in production
Sabotage	3.497	30.0	Available
Heavy Porter	3.63	45.0	No longer in production
Fade To Grey	3.146	40.0	No longer in production
Nom de Zeus!	3.544	35.0	No longer in production
Pietje Pek	3.507	N/A	Available
OMER. Brut Nature	3.623	32.0	No longer in production
Bertinchamps Légère	3.209	18.0	Available
Be Burger	3.255	18.0	Available
White Night	3.216	N/A	No longer in production
La Prose	3.387	N/A	No longer in production
B x BALLEKES Blond	3.391	N/A	Available
King Kong Pils	3.118	N/A	Available
La Fleurisienne Brune	N/A	N/A	N/A
La Fleurusienne Tripel	3.175	N/A	Available
Zilveren Swa Winter Special 2019	3.418	26.0	No longer in production
Hopsa Swa Zomer Special 2020	3.511	36.0	No longer in production
La Moulinasse	3.347	N/A	Available
Tor-ale	3.424	N/A	No longer in production
Bossie's Winterbier	2.688	26.0	Available
Vleteren Imperial Stout	3.731	N/A	Available
Teugsje	3.28	N/A	Available
Arthur's Legacy 19 - Stonehill	3.443	N/A	Available
P'Lel van 't Sas	2.97	60.0	Available
Witlov M	3.157	N/A	Available
Witlov 6	3.265	N/A	Available
Witlov 3	2.927	N/A	Available
Witlov 7 Kriek	N/A	N/A	N/A
Witlov 8	3.351	N/A	Available
Scholar!	3.468	N/A	No longer in production
Seed of the New Grace	3.163	22.0	Available
Dr Juice - Philtre d'Amour	N/A	N/A	N/A
Dr Juice - Strabismus	N/A	N/A	N/A
Dr Juice - Schizophrenia	N/A	N/A	N/A
Dr Juice - Paranoia	N/A	N/A	N/A
Big Nose 10th Anniversary	3.751	45.0	No longer in production
Saison Thai	3.68	33.0	No longer in production
Big Mama Stout and Framboises	3.802	N/A	No longer in production
Kompel L'or noir	3.596	20.0	Available
One Shot #2: Gimme Juice	3.711	35.0	Available
So Hoppy !	3.677	N/A	No longer in production
One Shot #1: Hoppy Saison	3.711	35.0	Available
One Shot #3: Simcoe Time	3.711	35.0	Available
One Shot #4: BXL DIPA	3.711	35.0	Available
Flagey	3.22	N/A	Available
Parvis	3.31	N/A	Available
Mystic Cranberry and Framboos	2.965	N/A	Available
50naire	3.379	N/A	Available
Plateau Avijl	3.226	N/A	Available
Papy Vandepils	3.188	N/A	Available
PUSHKIN Project	3.382	N/A	No longer in production
Billy Mc Leod	3.09	N/A	Available
Carton Rouge	3.627	N/A	No longer in production
Chike Mademoiselle	3.283	N/A	Available
Cuvée IDS	N/A	N/A	No longer in production
Kerstmis Neus	3.542	25.0	Available
Klett	3.083	27.0	Available
Smokey Mc Smoke	3.379	N/A	No longer in production
Yodeleir	3.455	N/A	Available
Zotte Klim	3.429	N/A	Available
Wipers Times 16	3.543	N/A	Available
Kamil Surfer Rosa	3.454	12.0	Available
Green Hopping 2020	3.989	40.0	Available
Hip Hop Alicious IPA	3.392	70.0	Available
Hip Hop Funky Chicken	2.858	50.0	Available
Hip Hop Headbanger	3.328	30.0	Available
Hip Hop Orange Crush	3.112	60.0	Available
St. Amatus - Oostvleteren 12	3.876	23.0	No longer in production
Moktamee	3.255	28.0	No longer in production
Carolus Magnus	4.236	60.0	No longer in production
Kokaz'ke	N/A	N/A	N/A
Hip Hop Cherry Oh Baby	2.986	15.0	Available
Hip Hop Da Belge	3.427	25.0	Available
Hip Hop Ginger Gose	3.052	10.0	Available
Hip Hop Milk Stout	2.916	45.0	No longer in production
Hip Hop Modeste IPA 2016	3.759	100.0	Available
Hip Hop Single Hop IPA Amarillo	3.329	70.0	No longer in production
Hip Hop Single Hop IPA Bravo	3.345	70.0	No longer in production
Hip Hop WIPA	2.803	25.0	Available
Monk XPRMTL Cherry Oak	3.503	40.0	Available
Monk XPRMTL Vanilla Oak	3.512	50.0	Available
Hip Hop Green Hopping 2017	3.374	30.0	Available
Hip Hop Imperial IPA	3.471	70.0	No longer in production
Pjeirefretter Stout	3.447	45.0	Available
Beaufort	2.739	N/A	Available
El Pico Cactus and Lime	N/A	N/A	N/A
La Galipette Blonde	2.96	N/A	Available
La Galipette Brune	3.296	N/A	Available
La Marloyat	3.487	N/A	Available
La Triple Galipette	3.438	N/A	Available
La P'tite Chique	3.165	N/A	Available
Papitou Original	3.359	N/A	Available
Roja Ruiva	3.156	N/A	Available
Lysbette	3.072	100.0	Available
Sefken	3.097	27.0	No longer in production
Funky Brett	3.161	50.0	No longer in production
Rozeken Nbr 5	N/A	35.0	N/A
Soloslim	N/A	51.0	N/A
Baljool	N/A	36.0	N/A
Budget Booster	N/A	N/A	N/A
Deadline Delayer	N/A	N/A	N/A
Cristal Content	3.848	60.0	Available
Cornelle Rode-Bel	3.554	26.0	Available
Cornelle Blond	N/A	41.0	N/A
Groenebel 2020 Belle-IPJajee	N/A	48.0	N/A
GroeneBel Saison	N/A	19.0	N/A
B. R. Noel	N/A	N/A	N/A
B.R. Triple	3.634	30.0	No longer in production
B.R. Blanche	3.253	20.0	No longer in production
L'odacieuse	3.362	N/A	Available
Badagaio	3.543	35.0	Available
't Begijntje	N/A	N/A	N/A
Weldebrouck’s Witbier	3.31	N/A	Available
Abdij Van Heymissen Dubbel	N/A	N/A	N/A
Abdij Van Heymissen Tripel	N/A	N/A	N/A
De Schorre Amber	3.132	N/A	Available
Kempens Witbier Tin	3.237	N/A	Available
Luyt	3.283	N/A	Available
1979 Black Rocs	3.472	N/A	Available
1979 Blonde	3.15	N/A	No longer in production
1979 Brune	3.642	N/A	No longer in production
1979 Rocs's Saison	3.377	38.0	Available
Marcelin Amber	3.595	N/A	Available
Marcelin White	3.16	N/A	Available
1979 Montagnarde	3.495	N/A	Available
1979 Red Rocs BPA	N/A	N/A	N/A
Regain	3.16	N/A	Available
Triple Impériale Barrel Aged	3.861	N/A	Available
Blonde	3.723	33.0	No longer in production
Printemps	3.602	N/A	No longer in production
Brune	3.694	30.0	Available
Radler	3.643	12.0	Available
Double Saison Triple Hop	N/A	N/A	N/A
Ambrée	3.338	23.0	No longer in production
Blonde de Noël	3.665	N/A	No longer in production
La Drie	3.208	N/A	No longer in production
La Chatte Brune/Angèle	3.253	N/A	Available
Punaise Boozy Blonde	3.479	25.0	Available
Foefke	3.292	N/A	Available
La Chatte Estivale	3.265	N/A	Available
La Chatte Triple	3.46	N/A	Available
La Chatte Bûcheron	N/A	N/A	N/A
La Chatte Sauvage	N/A	N/A	N/A
La Hurissante	3.524	N/A	Available
Ô’Poil	3.378	N/A	Available
Aprilvis	3.426	29.0	No longer in production
Op Het Veld	2.925	N/A	Available
Semmeleir	3.336	29.0	Available
K0007 - Lighthouse IPA	3.426	56.0	Available
Oude Geuze Vandervelden 135 years	N/A	N/A	N/A
Oude Geuze Vandervelden 137 years	N/A	N/A	N/A
Swiekes Tripppel	3.539	27.0	No longer in production
Sterke Peer Blond Rum Barrel	3.641	N/A	No longer in production
Sterke Peer Blond Whisky Barrel	3.392	N/A	No longer in production
Sterke Peer Brandy Barrel	3.733	N/A	Available
Sterke Peer Blond Calvados Barrel	3.862	N/A	No longer in production
Juicy and Wild Black-Belle	4.041	N/A	No longer in production
Scout	3.7	N/A	No longer in production
Vlotter	3.443	N/A	No longer in production
Affligem Belgisch Wit	3.466	N/A	Available
Mildjeu	3.21	60.0	Available
Crévindjeu	N/A	N/A	N/A
Vindjeu Saison	3.183	20.0	Available
Gengoulf à La Truffe	3.019	N/A	Available
GenGoulf aux Cèpes	3.267	N/A	Available
Fleur du Soleil	3.16	N/A	Available
S'est Fait Tout Bio	3.286	N/A	Available
Rosée au Bissap	3.11	N/A	Available
Crabbelaer Biezebaaze	3.293	27.0	Available
Hommage à III	3.471	33.0	Available
Pilsener	2.951	23.0	Available
Bokbier	3.395	33.0	Available
Boegetbier Ambree	3.231	N/A	Available
Boegetbier Blond	3.432	27.0	Available
Griffier	3.487	23.0	Available
Frapeterke	3.634	N/A	No longer in production
Perron Tripel	3.568	28.0	Available
Backyard Hops	3.534	45.0	No longer in production
Pale Ale - Falconers Flight	3.628	N/A	No longer in production
Terrasbier	N/A	18.0	N/A
Belgian Hops Tripel	3.594	43.0	No longer in production
Perron Bruin	3.449	27.0	Available
Chocolate Rye Porter	4.175	29.0	No longer in production
Hop El Dorado	3.718	95.0	No longer in production
Lentebier	3.527	40.0	No longer in production
Mosaic Single Hop Blond	N/A	N/A	N/A
Pale Ale - Pacific Jade	3.612	35.0	No longer in production
Peated Rye Porter	3.489	N/A	Available
Perronator	3.38	N/A	Available
Sweet Rye Porter	3.848	N/A	No longer in production
Perron Weizen	3.61	N/A	Available
Perron Winterbier	N/A	N/A	N/A
Donald	3.502	22.0	Available
Anglium Blond	3.317	N/A	Available
Vals Paterke Feestbier	3.406	N/A	Available
De Witte Kraag Tripel	3.547	N/A	Available
Zieke Geest	3.504	30.0	Available
Cloetje	3.296	N/A	Available
Cloet Dubbel	3.219	N/A	Available
Cloet Tripel	3.472	N/A	No longer in production
Cloet Indian Ale	3.348	60.0	Available
Cloet IPA	3.255	N/A	No longer in production
Cloet Stout	3.183	N/A	No longer in production
Bosberg	3.1	N/A	Available
Giesbaargs Muurken Tripel	3.409	N/A	Available
Flower Power	3.776	75.0	No longer in production
Indian Summer	3.465	18.0	No longer in production
Hello Darkness, My Old Friend	3.52	N/A	No longer in production
Lady In Red	3.629	21.0	Available
Toast	3.508	75.0	Available
Boerke Bruin	3.223	N/A	No longer in production
Astembleef	3.208	20.0	No longer in production
Blusser	3.533	30.0	No longer in production
Het Leste Element	N/A	N/A	N/A
Neusje (H)op	N/A	24.0	No longer in production
Zwetterik	3.437	N/A	Available
Torpah 60	3.268	64.0	Available
Torpah 90	3.362	96.0	Available
Fjord	3.341	18.0	No longer in production
Bordeaux Express	3.308	26.0	Available
Gaufrée	3.035	12.0	Available
Hippy Shake	3.913	N/A	Available
La Maté	3.839	N/A	Available
Waroux - bière de château	3.5	N/A	Available
Obaa Amber 2	3.31	52.0	Available
Obaa Black 3	3.285	60.0	Available
Obaa Hoppy 1	3.176	45.0	Available
FIVE	3.302	22.0	No longer in production
Straf Gouden Boelsbier	3.321	36.0	Available
Authentiek Boelsbier	3.241	N/A	Available
100 Years Poland Belgium Diplomatic Relations	3.389	27.0	No longer in production
De Poes Houblon - Cascade	3.391	30.0	Available
Kleenen Dust, Groote Ghoeste	3.458	N/A	Available
Klintje	3.266	47.0	Available
Boogie	3.47	N/A	Available
De Poes - Oude Kriek - Edition 2016	3.571	25.0	No longer in production
De Poes Houblon - WGV	3.38	30.0	No longer in production
Roakle	3.396	N/A	Available
Dunekeun Bruin	3.296	36.0	No longer in production
Dunekeun Tripel	3.302	37.0	Available
Havet	3.179	N/A	Available
Mystery Brew	3.794	45.0	Available
Bucketlist Series Nr 4: Cross the Desert	N/A	N/A	N/A
Maître Blond	3.327	N/A	No longer in production
7 Beaufort	3.376	19.0	No longer in production
De Korre	3.438	N/A	Available
Kwinte	3.342	N/A	Available
Meneerke	3.424	N/A	Available
Sinay 1217	3.464	N/A	Available
Steensche Tripel	3.438	N/A	Available
Hert	3.293	31.0	Available
Toekan	3.134	20.0	Available
Voske	3.118	N/A	Available
Ne Kemping	3.296	31.0	Available
Wisent	3.542	22.0	No longer in production
Dom Cloquette Cuvee Speciale 2018	3.712	N/A	No longer in production
Kriekenbier	3.548	20.0	Available
Brown Oak Aged	3.692	8.0	Available
Blond Oak Aged	3.611	25.0	No longer in production
Winterbier	3.085	27.0	No longer in production
Rock Espresso	3.405	30.0	No longer in production
Floriaan Amber	3.092	N/A	No longer in production
Floriaan Blond	3.338	N/A	No longer in production
Floriaan Donker	3.125	N/A	Available
Witlicht	3.705	N/A	No longer in production
Clemens Dubbel	N/A	N/A	N/A
De Skoet	N/A	N/A	N/A
Plezant Paterke	3.114	N/A	Available
S4ISONS de LIEGE - Alessa - L'estivale	3.312	20.0	Available
S4ISONS de LIEGE - Capucine - La printanière	3.24	N/A	Available
S4ISONS de LIEGE - Oriane - L'automnale	3.281	20.0	Available
S4ISONS de LIEGE - Sighild - L'hivernale	3.204	20.0	Available
Godis Royale	3.176	N/A	Available
Godis Brune	3.379	30.0	Available
Godis Pils	3.321	N/A	Available
Marchoise Blonde	N/A	N/A	N/A
Marchoise Triple	3.399	33.0	Available
Marchoise Rosée	3.25	N/A	Available
Godis d'Hiver	3.65	N/A	No longer in production
La Cuberdoise	3.078	N/A	Available
Ondée	3.825	N/A	No longer in production
Sauvageonne 2018	3.228	25.0	No longer in production
Toast	3.508	75.0	Available
Traditional lab's Cuvée	N/A	N/A	N/A
Yatumi	3.393	45.0	Available
Légia Session	N/A	65.0	N/A
Ambre de Bois	N/A	N/A	No longer in production
Gla-Gla	3.432	N/A	Available
Guenièvre	3.889	N/A	No longer in production
L'Engissoise	3.17	N/A	Available
La Grignoux	3.261	N/A	Available
Li Coleu	3.394	N/A	Available
